date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:23:41	57544/57544	---M--	200	added ('OK')	image/png	etag:%22be32f64193f43b7c5236443405a91899%22	https://renft-html.vercel.app/assets/img/team_2.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/team_2.png	(from https://renft-html.vercel.app/index.html)
01:23:42	71842/71842	---M--	200	added ('OK')	image/png	etag:%22df5064d69ee041de8aa2a409b5a1d275%22	https://renft-html.vercel.app/assets/img/team_3.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/team_3.png	(from https://renft-html.vercel.app/index.html)
01:23:42	86835/86835	---M--	200	added ('OK')	image/png	etag:%22c49c8c3d887330034c1435bbc632e737%22	https://renft-html.vercel.app/assets/img/team_4.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/team_4.png	(from https://renft-html.vercel.app/index.html)
01:23:43	26741/26741	---M--	200	added ('OK')	image/jpeg	etag:%22d04eb0b0b4c53370cbc14e5cd3073468%22	https://renft-html.vercel.app/assets/img/post_1.jpeg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/post_1.jpeg	(from https://renft-html.vercel.app/index.html)
01:23:43	32099/32099	---M--	200	added ('OK')	image/jpeg	etag:%22887b6fb590e69deccdfc3879a478a3f1%22	https://renft-html.vercel.app/assets/img/post_2.jpeg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/post_2.jpeg	(from https://renft-html.vercel.app/index.html)
01:23:44	24164/24164	---M--	200	added ('OK')	image/jpeg	etag:%22ed7f72f3e322ea41dfb868d954fb4878%22	https://renft-html.vercel.app/assets/img/post_3.jpeg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/post_3.jpeg	(from https://renft-html.vercel.app/index.html)
01:23:45	852118/852118	---M--	200	added ('OK')	image/png	etag:%22a3535ba59321ce8bed6a5d4c45dd5167%22	https://renft-html.vercel.app/assets/img/footer_bg.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/footer_bg.png	(from https://renft-html.vercel.app/index.html)
01:23:45	151110/151110	---M--	200	added ('OK')	image/png	etag:%2282a576b741e0ac521a77ec2656f88c14%22	https://renft-html.vercel.app/assets/img/cta_img_1.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/cta_img_1.png	(from https://renft-html.vercel.app/index.html)
01:23:46	9335/9335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ce60de360c02692d41911c3d91e2479%22	https://renft-html.vercel.app/assets/img/footer_logo.svg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/footer_logo.svg	(from https://renft-html.vercel.app/index.html)
01:23:46	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c9771cc3e90e18f5336eedbd0fffb2cf%22	https://renft-html.vercel.app/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/jquery-3.6.0.min.js	(from https://renft-html.vercel.app/index.html)
01:23:47	70983/70983	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a82082c20307c018d25ea8b433311d92%22	https://renft-html.vercel.app/assets/js/gsap.min.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/gsap.min.js	(from https://renft-html.vercel.app/index.html)
01:23:48	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e93dbd84d74399a4791234c3a9349f56%22	https://renft-html.vercel.app/assets/js/wow.min.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/wow.min.js	(from https://renft-html.vercel.app/index.html)
01:23:49	53179/53179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22481ac3f8935c805172d406c12da68e0a%22	https://renft-html.vercel.app/assets/js/jquery.slick.min.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/jquery.slick.min.js	(from https://renft-html.vercel.app/index.html)
01:23:49	20445/20445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b70ca0087bbfcc7957b82bb379ae5e1e%22	https://renft-html.vercel.app/assets/js/odometer.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/odometer.js	(from https://renft-html.vercel.app/index.html)
01:23:50	9395/9395	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a22599bb7991a45b89590d9d97831010%22	https://renft-html.vercel.app/assets/js/main.js	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/js/main.js	(from https://renft-html.vercel.app/index.html)
01:23:51	43173/43173	---MCZ	200	added ('OK')	text/html	etag:W/%22590d37f5649daae49e765040385fcc60%22	https://renft-html.vercel.app/	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/index-2.html	(from https://renft-html.vercel.app/assets/css/bootstrap.min.css)
01:23:51	107656/107656	---M--	200	added ('OK')	font/woff2	etag:%22e2f5b365c7d3d4497da73148ddfae997%22	https://renft-html.vercel.app/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-brands-400.woff2	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:52	186124/186124	---MCZ	200	added ('OK')	font/ttf	etag:W/%220ef11ce096706bcafc520aee12162ae4%22	https://renft-html.vercel.app/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-brands-400.ttf	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:53	25236/25236	---M--	200	added ('OK')	font/woff2	etag:%224b162098158528431aeb5636116777f0%22	https://renft-html.vercel.app/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-regular-400.woff2	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:54	62320/62320	---MCZ	200	added ('OK')	font/ttf	etag:W/%2240e6df55734232692408d76ad5f9c34a%22	https://renft-html.vercel.app/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-regular-400.ttf	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:55	150516/150516	---M--	200	added ('OK')	font/woff2	etag:%22328a9d0f59f0ebb55cddac6f39995bea%22	https://renft-html.vercel.app/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-solid-900.woff2	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:56	397420/397420	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c0bf087a238488d351270a35c8f0cca0%22	https://renft-html.vercel.app/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-solid-900.ttf	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:56	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%226ddaf31a1e0e05490f6919cbb3347e9d%22	https://renft-html.vercel.app/assets/fonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-v4compatibility.woff2	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:58	10140/10140	---MCZ	200	added ('OK')	font/ttf	etag:W/%2236818ecc50af8ea6c4cbef88d0b2baad%22	https://renft-html.vercel.app/assets/fonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/fa-v4compatibility.ttf	(from https://renft-html.vercel.app/assets/css/fontawesome.min.css)
01:23:58	159424/159424	---MCZ	200	added ('OK')	font/ttf	etag:W/%2277e2c172ad2201a53a7462c14893bb10%22	https://renft-html.vercel.app/assets/fonts/conthrax/conthrax-sb.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/conthrax/conthrax-sb.ttf	(from https://renft-html.vercel.app/assets/css/style.css)
01:23:59	42636/42636	---MCZ	200	added ('OK')	font/ttf	etag:W/%221ffe51e22e7841c65481a727515e2198%22	https://renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Bold.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Bold.ttf	(from https://renft-html.vercel.app/assets/css/style.css)
01:23:59	42752/42752	---MCZ	200	added ('OK')	font/ttf	etag:W/%229ffbd4b23b829ddd499aaf5eb925a86c%22	https://renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Medium.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Medium.ttf	(from https://renft-html.vercel.app/assets/css/style.css)
01:24:00	42704/42704	---MCZ	200	added ('OK')	font/ttf	etag:W/%224c1ae1074c39cca3b3fd7a788b5afd96%22	https://renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Regular.ttf	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/fonts/urbanist/static/Urbanist-Regular.ttf	(from https://renft-html.vercel.app/assets/css/style.css)
01:24:00	282/282	---M--	200	added ('OK')	image/png	etag:%22d1099d543a05b68fe515884d2dee37e8%22	https://renft-html.vercel.app/assets/img/drag.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/drag.png	(from https://renft-html.vercel.app/assets/css/style.css)
01:24:01	164503/164503	---M--	200	added ('OK')	image/png	etag:%223898b19a3ba62611ae7505f47388eda9%22	https://renft-html.vercel.app/assets/img/hero_img_3.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/hero_img_3.png	(from https://renft-html.vercel.app/index-v2.html)
01:24:02	169622/169622	---M--	200	added ('OK')	image/png	etag:%224e9c2152818a3ce9ef602d0fa9e0a002%22	https://renft-html.vercel.app/assets/img/hero_img_2.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/hero_img_2.png	(from https://renft-html.vercel.app/index-v2.html)
01:24:02	1116/1116	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3d288db5322462ea4324b67907578f4%22	https://renft-html.vercel.app/assets/img/hero_shape_2.svg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/hero_shape_2.svg	(from https://renft-html.vercel.app/index-v2.html)
01:24:03	1116/1116	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c3278b6a7ae62b44391c9475920db3e%22	https://renft-html.vercel.app/assets/img/hero_shape_3.svg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/hero_shape_3.svg	(from https://renft-html.vercel.app/index-v2.html)
01:24:04	218002/218002	---M--	200	added ('OK')	image/png	etag:%229a2b033c5e5c234da7fc5be245d1fbf6%22	https://renft-html.vercel.app/assets/img/about_img_1.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/about_img_1.png	(from https://renft-html.vercel.app/index-v2.html)
01:24:04	193386/193386	---M--	200	added ('OK')	image/png	etag:%2216869a4661d4500d4e6784d3c15b5a93%22	https://renft-html.vercel.app/assets/img/history_left_2.png	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/history_left_2.png	(from https://renft-html.vercel.app/index-v2.html)
01:24:05	2614/2614	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224bda6c35f1d96d4b76ff80199457841%22	https://renft-html.vercel.app/assets/img/cta_bg.svg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/cta_bg.svg	(from https://renft-html.vercel.app/index-v2.html)
01:24:06	294564/294564	---M--	200	added ('OK')	image/jpeg	etag:%22f889bdd9df03ed53263bf3d13632d26f%22	https://renft-html.vercel.app/assets/img/post_details_1.jpeg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/post_details_1.jpeg	(from https://renft-html.vercel.app/blog-details.html)
01:24:07	119522/119522	---M--	200	added ('OK')	image/jpeg	etag:%22c7f6efa2c10805ea5f6c9becceeef336%22	https://renft-html.vercel.app/assets/img/post_details_2.jpeg	C:/My%20Web%20Sites/Neon%20Mint/renft-html.vercel.app/assets/img/post_details_2.jpeg	(from https://renft-html.vercel.app/blog-details.html)
